"obs","LONGITUDE","LATITUDE","bio1","bio4","bio8","bio9","bio11","bio12","bio16","bio19"
0,-0.75,45.0833333333333,127,5115,69,192,61,935,301,274
0,0.583333333333314,28.9166666666667,240,8562,188,323,129,17,7,5
0,21.25,30.25,214,5423,139,275,139,67,42,42
0,32.5833333333333,61.9166666666667,20,9419,128,-94,-101,622,228,110
0,-4.25,51.25,108,4387,64,124,54,1066,363,321
0,36.5833333333333,39.5833333333333,82,7554,78,172,-20,413,158,121
0,15.0833333333333,25.25,229,6876,235,307,132,2,2,0
0,-15.4166666666667,20.75,247,3189,283,236,203,36,21,7
0,33.0833333333333,40.25,93,7406,-6,182,-6,488,174,174
0,25.25,62.5833333333333,25,8773,124,-43,-86,618,222,120
0,42.0833333333333,29.9166666666667,224,8399,127,323,110,90,45,40
0,24.4166666666667,50.4166666666667,75,7989,161,-20,-31,612,231,103
0,14.9166666666667,47.5833333333333,37,6805,123,-40,-52,1190,441,213
0,39.0833333333333,48.4166666666667,82,10197,193,-42,-49,510,165,121
0,31.9166666666667,51.0833333333333,74,9270,189,-38,-47,590,213,124
0,42.4166666666667,46.9166666666667,93,10327,204,-32,-38,427,132,103
0,49.75,21.0833333333333,272,5906,238,341,191,47,34,20
0,38.25,63.0833333333333,11,9985,78,-107,-118,627,220,112
0,19.4166666666667,28.25,206,5684,127,271,127,22,12,12
0,14.0833333333333,65.5833333333333,26,6263,-7,52,-50,1292,404,362
0,-4.91666666666669,57.0833333333333,65,4575,18,86,9,1689,584,537
0,20.75,24.9166666666667,223,6325,190,153,137,2,1,0
0,24.5833333333333,31.4166666666667,192,4832,144,250,128,76,46,46
0,20.0833333333333,39.9166666666667,147,6019,85,225,72,1369,638,594
0,3.91666666666666,35.4166666666667,148,5896,87,225,76,266,82,71
0,19.0833333333333,47.25,111,7777,192,24,7,532,173,108
0,12.0833333333333,46.25,60,6683,144,-27,-27,910,337,123
0,5.75,21.0833333333333,262,5700,315,194,180,25,22,0
0,28.4166666666667,68.5833333333333,-11,8656,104,-81,-120,467,186,79
0,9.58333333333331,61.0833333333333,-3,7861,100,-59,-103,726,265,130
0,41.4166666666667,47.75,93,10364,204,-34,-40,469,137,120
0,45.25,30.9166666666667,238,8732,119,340,119,95,56,56
0,-0.25,23.0833333333333,282,7104,362,242,187,16,14,1
0,23.0833333333333,63.75,26,8699,126,-43,-84,535,191,105
0,17.0833333333333,20.0833333333333,239,5840,301,174,156,27,24,0
0,0.916666666666657,24.75,275,7566,363,270,175,16,9,4
0,12.9166666666667,26.0833333333333,233,7172,152,315,131,8,3,3
0,26.25,22.75,223,6274,294,150,135,2,2,0
0,-2.08333333333334,53.9166666666667,86,4604,39,105,30,1146,363,328
0,-0.75,37.5833333333333,180,5132,156,246,117,315,134,88
0,49.4166666666667,63.4166666666667,-5,11259,141,-134,-153,592,200,110
0,17.4166666666667,63.0833333333333,24,8590,123,-38,-87,630,213,133
0,3.41666666666666,20.0833333333333,264,5805,316,195,180,53,53,0
0,15.4166666666667,64.25,21,7931,112,-37,-81,608,216,130
0,42.0833333333333,53.4166666666667,51,10968,187,-25,-91,545,181,115
0,-6.91666666666669,31.25,138,6824,63,229,55,399,152,139
0,30.9166666666667,60.75,38,9127,142,-33,-79,623,220,118
0,48.0833333333333,30.9166666666667,245,8160,154,343,134,176,102,100
0,0.75,49.5833333333333,102,4921,75,123,40,712,219,193
0,19.25,44.5833333333333,115,7178,187,35,20,791,247,181
0,17.75,51.75,82,7396,174,-6,-17,529,205,88
0,-5.91666666666669,21.25,287,6661,360,289,195,22,17,2
0,18.9166666666667,42.9166666666667,81,6398,48,162,-1,1256,404,355
0,-8.41666666666669,53.75,89,3652,70,100,45,1091,334,302
0,-4.91666666666669,34.25,190,6017,126,270,115,577,237,237
0,15.0833333333333,45.5833333333333,90,6852,51,10,1,1309,407,300
0,25.0833333333333,56.25,58,8231,148,-42,-50,631,220,110
0,12.25,59.0833333333333,57,7103,109,-1,-32,756,245,154
0,8.75,31.0833333333333,219,7807,133,316,116,37,16,14
0,24.4166666666667,55.75,62,8145,163,-38,-45,614,213,107
0,36.4166666666667,55.5833333333333,45,9759,168,-72,-81,653,244,115
0,-6.75,31.0833333333333,176,6986,130,269,89,207,85,65
0,45.5833333333333,29.5833333333333,239,8613,123,339,123,125,65,65
0,-6.25,43.5833333333333,130,3901,110,179,82,879,299,239
0,3.25,21.9166666666667,265,6200,328,193,178,26,25,0
0,7.91666666666666,35.25,132,6949,115,224,46,446,149,116
0,31.0833333333333,60.25,41,9119,144,-29,-76,628,223,116
0,3.08333333333331,36.0833333333333,143,6691,73,232,62,548,239,227
0,8.58333333333331,58.9166666666667,51,6258,103,-5,-25,987,332,218
0,42.4166666666667,40.25,34,8237,69,136,-74,604,231,117
0,33.75,57.75,35,9513,157,-81,-86,662,231,116
0,-6.25,27.75,251,7880,255,281,150,19,10,5
0,43.75,40.0833333333333,103,9675,152,217,-30,338,136,65
0,25.0833333333333,57.5833333333333,54,8276,148,-14,-52,657,222,125
0,26.5833333333333,60.4166666666667,47,8636,104,-57,-63,604,214,113
0,11.0833333333333,45.75,71,6615,155,-14,-14,796,261,112
0,-1.91666666666669,21.25,287,6683,358,213,196,24,20,0
0,12.25,45.25,134,7119,143,54,41,778,222,163
0,18.75,24.4166666666667,225,6371,154,154,137,0,0,0
0,-4.41666666666669,23.25,280,7486,367,278,180,11,8,1
0,7.25,23.25,235,6298,278,161,146,21,8,3
0,23.4166666666667,24.4166666666667,235,6408,160,160,146,0,0,0
0,34.5833333333333,47.9166666666667,91,9558,195,94,-30,490,156,124
0,0.416666666666657,23.9166666666667,279,7337,363,276,181,15,12,2
0,38.25,54.0833333333333,48,10329,176,-78,-86,605,220,112
0,-5.25,28.75,248,8174,250,284,143,22,13,5
0,45.0833333333333,46.75,98,11136,219,18,-45,285,94,62
0,-10.75,23.5833333333333,264,5908,319,250,187,29,18,5
0,26.0833333333333,66.25,2,9656,112,-74,-121,527,190,100
0,49.0833333333333,65.25,-19,10880,108,-145,-160,566,194,102
0,12.25,32.5833333333333,195,5312,139,258,124,171,94,88
0,9.58333333333331,60.5833333333333,3,7849,92,-53,-98,771,274,139
0,33.0833333333333,63.5833333333333,9,9526,119,-106,-114,545,213,80
0,20.75,32.25,175,5175,105,234,105,317,214,214
0,-14.9166666666667,65.4166666666667,5,3804,-15,14,-37,1283,385,362
0,-3.91666666666669,28.4166666666667,251,8440,254,291,143,15,8,2
0,33.5833333333333,30.75,192,4990,125,249,125,81,45,45
0,6.75,30.5833333333333,229,8489,138,337,118,32,14,12
0,40.0833333333333,30.0833333333333,219,8344,166,315,105,67,28,25
0,8.91666666666666,44.9166666666667,126,6750,133,212,38,996,335,217
0,6.91666666666666,59.4166666666667,4,5694,-19,23,-64,1891,632,456
0,-14.4166666666667,24.75,215,3120,206,214,174,40,21,16
0,-9.08333333333334,20.75,281,5873,346,280,200,40,30,3
0,36.0833333333333,30.0833333333333,182,6713,104,261,90,32,15,13
0,47.5833333333333,25.75,249,7415,201,336,148,115,63,43
0,27.75,30.9166666666667,188,4586,128,241,128,109,71,71
0,28.4166666666667,55.5833333333333,54,8871,165,-54,-62,639,231,114
0,-12.25,25.25,220,4801,240,202,161,39,20,13
0,13.25,46.25,95,6737,180,19,7,1298,381,239
0,23.0833333333333,50.9166666666667,73,8028,170,-24,-36,551,220,81
0,31.75,37.75,107,7439,11,199,11,521,216,216
0,48.75,60.4166666666667,15,11109,156,-55,-132,613,212,111
0,12.4166666666667,28.5833333333333,212,7060,133,296,114,19,7,6
0,13.75,45.5833333333333,138,6342,147,66,59,1093,337,240
0,37.5833333333333,48.0833333333333,84,9865,191,14,-43,517,161,132
0,38.9166666666667,31.9166666666667,186,7974,95,283,81,124,61,53
0,38.4166666666667,38.0833333333333,103,9325,-18,220,-18,586,232,232
0,2.25,20.75,270,5946,328,201,186,44,43,0
0,14.9166666666667,67.5833333333333,30,5499,38,50,-34,1135,384,297
0,-3.25,39.0833333333333,145,6760,128,236,63,423,146,121
0,41.25,45.4166666666667,105,9186,202,-5,-14,552,185,108
0,-2.58333333333334,51.9166666666667,96,4457,50,60,41,769,230,209
0,-12.0833333333333,26.0833333333333,211,4303,193,195,156,38,22,14
0,-6.41666666666669,49.9166666666667,112,3607,79,142,69,1093,384,360
0,41.25,40.75,46,7698,77,142,-54,651,234,135
0,31.25,49.25,76,9180,192,-34,-42,572,207,125
0,38.0833333333333,54.75,47,10184,174,-75,-85,629,227,118
0,40.9166666666667,30.9166666666667,214,8705,115,316,98,96,45,44
0,2.58333333333331,24.0833333333333,266,7049,345,265,171,18,11,4
0,23.5833333333333,22.75,234,6098,163,163,148,0,0,0
0,32.25,54.5833333333333,51,9242,167,-62,-68,645,233,119
0,48.5833333333333,59.25,17,11056,158,-51,-128,650,229,116
0,34.25,35.5833333333333,187,5892,114,260,114,545,314,314
0,8.91666666666666,61.75,-9,7077,73,-63,-97,771,261,168
0,49.9166666666667,66.4166666666667,-25,10439,51,-102,-158,503,179,91
0,22.9166666666667,54.75,68,7856,165,10,-36,623,225,108
0,1.08333333333331,41.25,134,5589,143,73,66,640,205,130
0,13.4166666666667,28.4166666666667,214,6936,173,296,116,18,7,6
0,24.5833333333333,49.25,80,7901,165,-13,-25,671,269,108
0,43.25,61.25,12,10265,144,-108,-123,600,220,103
0,32.4166666666667,23.0833333333333,260,6061,185,185,175,0,0,0
0,31.4166666666667,28.0833333333333,205,5613,135,239,127,4,3,3
0,9.41666666666666,33.9166666666667,202,6976,164,288,110,127,48,44
0,-8.91666666666669,38.0833333333333,169,4037,128,218,120,584,263,254
0,18.4166666666667,63.9166666666667,12,9174,117,-54,-106,605,206,126
0,16.25,66.0833333333333,-14,7625,76,-26,-109,805,264,189
0,-10.4166666666667,27.25,205,4864,179,243,140,58,33,25
0,35.9166666666667,30.4166666666667,170,6309,95,244,84,89,51,49
0,6.75,29.4166666666667,232,8369,134,338,122,28,14,12
0,10.9166666666667,28.0833333333333,218,7490,135,308,115,19,7,6
0,27.75,51.4166666666667,70,8788,178,-38,-46,641,250,112
0,34.5833333333333,38.4166666666667,90,7207,81,178,-4,376,148,112
0,39.4166666666667,58.75,29,10340,159,-93,-108,583,217,101
0,26.75,37.25,183,5732,115,258,114,690,414,338
0,42.4166666666667,51.0833333333333,63,11153,201,-15,-82,486,149,113
0,17.0833333333333,22.25,225,6347,296,232,136,10,5,2
0,31.9166666666667,20.0833333333333,269,5641,329,199,190,7,7,0
0,-8.41666666666669,53.25,92,3706,72,62,47,1025,313,280
0,34.25,27.9166666666667,218,5131,194,242,148,5,3,3
0,6.08333333333331,20.0833333333333,273,5541,322,208,192,33,29,0
0,5.25,24.5833333333333,223,6855,273,180,130,31,10,7
0,7.41666666666666,33.4166666666667,217,7833,165,317,117,74,27,23
0,39.75,61.0833333333333,18,10094,149,-102,-112,633,218,110
0,17.25,20.4166666666667,204,5941,269,209,121,34,26,3
0,27.0833333333333,29.25,213,5628,151,242,135,15,10,10
0,46.9166666666667,38.75,64,8125,47,164,-41,425,186,74
0,14.9166666666667,23.5833333333333,239,6724,248,164,144,2,1,0
0,2.58333333333331,46.75,110,5682,166,73,36,735,201,177
0,44.25,58.5833333333333,27,10596,161,-97,-112,624,220,110
0,44.9166666666667,43.0833333333333,78,8483,166,-34,-34,864,380,94
0,46.4166666666667,43.5833333333333,117,9575,218,3,-7,374,137,62
0,4.25,51.4166666666667,100,5391,73,58,32,772,220,186
0,42.9166666666667,63.5833333333333,3,9899,132,-114,-126,575,205,99
0,18.25,64.0833333333333,8,9255,128,-59,-112,605,209,123
0,20.5833333333333,20.4166666666667,248,5329,304,189,172,3,3,0
0,36.75,38.5833333333333,59,7726,52,152,-45,492,180,153
0,17.9166666666667,54.4166666666667,64,7356,148,9,-34,663,228,131
0,47.9166666666667,51.9166666666667,60,12232,-68,-26,-98,500,151,129
0,49.0833333333333,51.75,53,12522,207,-35,-110,430,131,103
0,-8.58333333333334,21.4166666666667,280,6191,351,277,195,30,22,3
0,7.75,35.0833333333333,146,6976,130,238,59,350,119,83
0,-14.4166666666667,20.0833333333333,279,4196,319,271,222,62,46,7
0,-9.75,52.5833333333333,101,3340,68,110,61,1246,421,382
0,38.75,63.5833333333333,16,9961,82,-102,-113,584,207,105
0,-3.91666666666669,52.75,83,4318,39,125,30,1261,421,370
0,47.0833333333333,29.4166666666667,243,8680,142,347,127,117,63,59
0,30.4166666666667,47.9166666666667,84,8978,182,20,-31,533,189,119
0,31.5833333333333,51.0833333333333,75,9223,189,-37,-46,589,216,122
0,41.25,45.25,104,9019,199,-4,-13,562,193,105
0,1.91666666666666,46.0833333333333,97,5431,37,59,27,920,244,235
0,37.75,27.9166666666667,200,6888,117,280,106,67,34,23
0,38.0833333333333,57.5833333333333,39,10051,166,-80,-93,607,222,103
0,4.41666666666666,28.75,231,8318,134,337,123,26,14,12
0,47.75,30.9166666666667,243,8112,152,339,132,153,89,88
0,-3.75,48.4166666666667,104,4029,62,153,53,1042,373,359
0,12.0833333333333,25.25,230,7104,238,301,129,12,5,3
0,28.9166666666667,58.4166666666667,43,9000,141,-67,-73,668,238,118
0,41.5833333333333,66.0833333333333,1,8692,67,-104,-109,492,166,92
0,39.0833333333333,49.4166666666667,77,10389,191,2,-56,498,160,120
0,37.25,29.5833333333333,181,7457,92,269,79,52,24,20
0,41.5833333333333,65.75,0,8954,67,-108,-114,509,170,95
0,-6.91666666666669,32.0833333333333,180,5887,140,257,107,432,176,165
0,45.4166666666667,35.9166666666667,153,9533,41,273,28,780,436,396
0,12.0833333333333,58.75,60,6874,68,3,-26,776,252,166
0,31.75,69.25,-4,7250,87,-63,-92,542,185,118
0,46.9166666666667,50.0833333333333,71,12170,223,-15,-85,329,102,72
0,41.75,41.75,133,5950,112,116,57,2092,729,640
0,30.75,49.0833333333333,74,9019,187,-35,-43,595,215,130
0,28.5833333333333,63.75,16,9529,124,-57,-106,603,216,112
0,12.25,44.5833333333333,134,7100,145,41,41,649,197,139
0,12.75,20.0833333333333,261,6229,329,193,173,11,9,0
0,29.9166666666667,55.4166666666667,51,9037,163,-59,-68,654,237,120
0,30.4166666666667,53.9166666666667,57,9127,169,-55,-64,606,223,104
0,-6.41666666666669,27.4166666666667,254,7828,258,283,154,19,10,5
0,23.0833333333333,25.4166666666667,226,6498,151,151,137,0,0,0
0,1.25,41.0833333333333,161,5065,173,225,100,556,200,121
0,36.5833333333333,63.0833333333333,11,9696,78,-105,-114,623,222,112
0,11.9166666666667,59.75,46,7469,99,-13,-48,787,256,154
0,37.9166666666667,32.75,186,7231,105,274,89,80,37,37
0,30.4166666666667,40.9166666666667,140,5915,82,211,66,836,297,281
0,-7.75,43.25,123,3971,80,174,76,1121,412,384
0,-12.25,27.25,197,3017,188,216,156,41,26,20
0,42.0833333333333,27.25,215,7437,130,303,113,179,86,52
0,47.0833333333333,61.9166666666667,5,10859,144,-121,-139,571,203,100
0,17.9166666666667,46.5833333333333,106,7712,200,19,2,620,200,126
0,-3.08333333333334,56.75,66,4393,21,85,12,854,254,235
0,21.0833333333333,52.25,78,7879,177,-17,-25,492,193,76
0,49.25,65.0833333333333,-19,10957,109,-145,-161,573,195,104
0,12.75,60.9166666666667,24,7905,127,-68,-77,682,251,116
0,32.75,27.75,195,5580,134,250,118,7,4,4
0,41.25,23.5833333333333,252,6356,254,327,166,91,51,21
0,15.25,32.4166666666667,200,5052,151,258,134,254,150,138
0,29.75,28.0833333333333,210,5859,139,211,128,1,1,1
0,31.4166666666667,64.75,3,9818,116,-113,-122,556,207,91
0,4.41666666666666,26.9166666666667,242,7868,150,321,138,19,9,8
0,-1.41666666666669,37.75,172,5574,143,245,104,306,114,83
0,44.75,25.9166666666667,242,7713,242,333,137,200,102,73
0,35.4166666666667,54.25,48,9797,171,-71,-78,626,237,109
0,8.25,35.25,144,7187,126,239,55,412,136,103
0,5.41666666666666,29.4166666666667,233,8388,135,339,124,24,13,10
0,-5.41666666666669,43.4166666666667,130,3965,112,180,81,835,284,213
0,43.25,57.0833333333333,41,10635,174,-84,-98,595,202,104
0,26.25,35.0833333333333,174,5018,115,239,112,636,351,302
0,34.5833333333333,51.4166666666667,63,9749,183,-6,-64,612,215,124
0,16.4166666666667,23.5833333333333,229,6583,237,155,136,2,1,0
0,32.9166666666667,51.9166666666667,64,9442,181,-51,-58,603,217,124
0,41.75,53.25,54,10937,189,-22,-88,544,179,116
0,33.0833333333333,21.5833333333333,262,5482,322,193,187,2,2,0
0,26.4166666666667,20.9166666666667,241,5782,297,173,158,6,6,0
0,8.08333333333331,28.75,228,8220,137,312,118,27,11,10
0,27.9166666666667,23.9166666666667,231,6484,155,155,139,0,0,0
0,39.75,62.75,14,10029,81,-59,-115,621,212,112
0,31.9166666666667,55.25,48,9182,163,-65,-71,650,235,118
0,32.75,24.25,263,6263,186,186,174,0,0,0
0,42.4166666666667,27.4166666666667,220,7608,134,310,115,177,84,54
0,-0.416666666666686,22.4166666666667,284,6840,359,245,191,21,17,1
0,-8.41666666666669,53.9166666666667,88,3606,51,100,45,1135,351,318
0,35.75,48.0833333333333,88,9627,193,17,-34,520,160,140
0,8.08333333333331,55.9166666666667,76,5983,88,22,0,834,296,159
0,27.75,50.5833333333333,72,8750,179,-36,-44,661,263,113
0,46.0833333333333,55.5833333333333,41,11251,183,-93,-104,531,197,83
0,40.0833333333333,26.0833333333333,215,6963,132,296,120,110,49,31
0,-0.25,40.0833333333333,147,5454,156,218,82,472,171,97
0,32.4166666666667,49.0833333333333,79,9434,198,-35,-42,557,198,125
0,13.0833333333333,63.5833333333333,22,7204,107,10,-69,853,273,196
0,27.0833333333333,61.4166666666667,38,8874,138,-30,-75,633,219,127
0,32.75,23.75,268,6147,190,190,181,0,0,0
0,44.0833333333333,23.75,245,7079,250,330,149,122,77,32
0,2.58333333333331,39.4166666666667,168,5155,183,233,107,453,184,125
0,0.0833333333333144,42.9166666666667,39,5250,51,109,-24,1264,353,310
0,-3.08333333333334,35.25,177,4687,121,237,121,311,135,135
0,15.25,32.25,202,5127,152,262,135,234,138,128
0,13.25,32.5833333333333,204,5831,142,273,126,261,146,143
0,30.75,64.5833333333333,4,9922,117,-73,-123,578,210,99
0,48.9166666666667,63.9166666666667,-10,11198,136,-139,-157,594,202,108
0,-5.25,32.9166666666667,112,6603,74,201,33,642,234,217
0,30.5833333333333,66.4166666666667,-3,9469,123,-76,-123,538,197,96
0,5.58333333333331,31.4166666666667,226,8421,129,335,119,40,18,15
0,15.5833333333333,56.9166666666667,64,6595,142,8,-17,600,190,138
0,16.75,57.5833333333333,74,6676,154,16,-8,495,163,108
0,-6.58333333333334,24.75,269,7469,329,262,171,10,7,2
0,31.4166666666667,30.0833333333333,213,5324,140,265,140,25,16,16
0,40.25,50.25,68,10800,189,-11,-67,510,160,123
0,13.0833333333333,58.75,63,7053,114,5,-26,645,213,126
0,28.9166666666667,40.4166666666667,138,6226,78,218,61,694,267,260
0,24.75,23.75,231,6379,157,157,142,0,0,0
0,-5.91666666666669,38.0833333333333,157,6509,87,243,78,636,250,240
0,32.75,23.4166666666667,267,6043,191,191,182,0,0,0
0,26.5833333333333,44.4166666666667,110,8276,196,13,0,563,201,112
0,7.58333333333331,26.5833333333333,250,7512,165,332,147,16,6,5
0,15.5833333333333,52.9166666666667,85,7728,180,-6,-20,571,198,111
0,29.9166666666667,27.25,215,5916,144,219,132,1,1,1
0,-2.75,41.25,105,6300,124,189,29,508,156,127
0,17.4166666666667,43.25,143,6469,74,227,62,1211,456,406
0,47.25,33.0833333333333,156,8568,58,265,46,388,187,180
0,17.5833333333333,69.4166666666667,8,5501,14,25,-54,948,302,256
0,30.5833333333333,51.4166666666667,74,9124,187,-36,-46,613,230,122
0,14.5833333333333,62.9166666666667,28,8018,133,-31,-74,554,212,98
0,39.75,57.9166666666667,35,10335,165,-87,-100,601,218,107
0,39.75,54.75,50,10591,181,-79,-88,576,206,108
0,42.5833333333333,52.25,57,11137,194,-21,-88,523,163,120
0,32.5833333333333,22.9166666666667,266,5959,192,192,182,0,0,0
0,22.0833333333333,68.0833333333333,-24,9906,108,-97,-148,465,182,80
0,-5.58333333333334,35.4166666666667,169,5221,104,236,104,920,478,478
0,46.5833333333333,35.5833333333333,104,9058,37,216,-16,576,282,244
0,37.75,47.9166666666667,85,9848,191,14,-42,521,162,133
0,11.9166666666667,62.9166666666667,-1,7557,86,-58,-98,735,263,145
0,40.4166666666667,53.4166666666667,51,10796,184,-25,-89,559,195,112
0,-4.58333333333334,38.25,152,6914,82,246,69,611,229,219
0,20.75,38.5833333333333,170,6025,112,248,96,984,472,429
0,9.41666666666666,32.75,206,7417,123,298,108,86,38,31
0,22.25,29.5833333333333,218,5950,137,278,137,13,8,8
0,-5.41666666666669,38.25,154,6760,81,244,72,640,241,235
0,-5.91666666666669,56.0833333333333,80,3926,41,96,33,1737,580,518
0,26.5833333333333,69.0833333333333,-23,9607,103,-97,-146,428,181,65
0,41.25,24.4166666666667,249,6787,251,329,157,96,51,24
0,28.0833333333333,39.5833333333333,142,6991,73,227,53,617,272,271
0,2.08333333333331,49.5833333333333,98,5308,66,60,29,680,195,171
0,41.9166666666667,55.75,46,10687,179,-26,-94,600,206,118
0,2.41666666666666,28.9166666666667,223,8479,124,306,114,32,13,12
0,11.9166666666667,25.9166666666667,222,7227,229,295,120,13,5,3
0,3.41666666666666,28.5833333333333,226,8385,128,309,118,30,14,12
0,-4.41666666666669,38.75,147,6949,101,241,63,520,181,170
0,26.0833333333333,27.5833333333333,214,6466,139,173,125,2,2,1
0,11.5833333333333,29.9166666666667,194,6736,116,276,102,36,15,15
0,27.5833333333333,46.9166666666667,90,8526,179,-12,-25,573,233,91
0,30.9166666666667,58.25,43,9229,161,-69,-75,587,215,94
0,23.9166666666667,69.4166666666667,-34,9781,96,-106,-157,544,180,115
0,19.4166666666667,20.0833333333333,242,5483,300,182,165,7,7,0
0,19.75,50.75,78,7691,171,-12,-28,628,251,100
0,-7.25,31.0833333333333,154,6661,80,242,71,381,150,138
0,43.5833333333333,52.25,53,11343,193,-27,-94,515,168,112
0,-12.9166666666667,20.5833333333333,274,5123,333,264,205,67,50,7
0,-3.25,57.25,55,4429,11,71,1,974,296,273
0,-7.58333333333334,41.9166666666667,117,5294,59,187,53,1127,437,437
0,21.25,45.4166666666667,113,7518,189,28,11,617,214,132
0,41.25,61.5833333333333,15,10100,146,-57,-116,627,216,112
0,32.75,23.25,267,6008,192,192,182,0,0,0
0,42.4166666666667,41.9166666666667,80,6926,48,28,-11,1139,343,307
0,49.4166666666667,66.25,-21,10430,54,-97,-155,502,179,90
0,48.5833333333333,25.9166666666667,254,7230,170,340,156,89,51,39
0,16.0833333333333,40.25,123,5864,97,199,53,754,282,248
0,39.9166666666667,50.0833333333333,71,10725,191,-7,-63,506,160,122
0,-7.91666666666669,36.9166666666667,173,4111,132,224,124,501,246,229
0,34.75,38.4166666666667,89,7186,80,176,-5,383,150,114
0,-17.4166666666667,65.5833333333333,19,4250,-6,34,-27,833,258,237
0,2.58333333333331,42.4166666666667,109,5495,124,50,44,898,254,193
0,24.4166666666667,25.25,226,6565,149,149,135,0,0,0
0,-6.75,21.25,285,6503,357,286,195,25,19,2
0,46.75,38.9166666666667,114,8274,101,215,6,404,163,76
0,43.25,63.4166666666667,4,9975,134,-114,-126,573,206,97
0,36.9166666666667,48.4166666666667,84,9817,191,14,-42,528,164,135
0,48.9166666666667,53.9166666666667,46,11975,194,-98,-110,502,173,91
0,2.08333333333331,27.0833333333333,256,8218,159,337,149,15,8,6
0,1.75,30.25,224,8454,170,334,116,33,13,10
0,5.58333333333331,60.0833333333333,64,4942,72,84,5,2210,772,606
0,24.4166666666667,21.25,238,5674,300,173,157,3,3,0
0,14.75,65.4166666666667,1,6885,84,-13,-84,930,284,243
0,-7.75,26.0833333333333,248,7316,256,270,154,20,12,5
0,32.9166666666667,23.9166666666667,267,6206,190,190,180,0,0,0
0,23.4166666666667,51.0833333333333,73,8082,171,-24,-37,540,209,79
0,27.75,49.75,72,8685,178,-34,-43,665,268,115
0,1.25,26.4166666666667,272,8003,281,224,167,7,4,2
0,37.9166666666667,48.4166666666667,80,10009,188,9,-49,520,160,134
0,49.25,36.0833333333333,123,8389,60,225,14,312,150,115
0,49.0833333333333,59.4166666666667,18,11112,137,-51,-129,646,227,114
0,41.9166666666667,65.75,1,8905,68,-106,-113,507,169,95
0,39.9166666666667,57.25,41,10352,171,-81,-94,604,216,108
0,12.0833333333333,62.0833333333333,-6,7969,97,-65,-109,639,256,105
0,33.75,38.5833333333333,113,7514,15,205,15,384,143,143
0,40.25,54.75,49,10647,181,-25,-90,580,206,112
0,21.25,65.5833333333333,11,9605,123,-63,-112,513,182,104
0,34.0833333333333,69.0833333333333,-9,7982,98,-74,-107,507,182,96
0,27.75,35.9166666666667,187,5434,138,256,121,811,504,385
0,1.25,33.4166666666667,151,7750,134,256,57,221,69,58
0,-2.08333333333334,21.9166666666667,284,6965,359,207,189,20,16,0
0,20.5833333333333,28.9166666666667,214,5756,134,278,134,35,18,18
0,45.5833333333333,30.5833333333333,239,8616,122,339,122,90,53,53
0,-2.41666666666669,52.9166666666667,88,4577,63,53,31,753,212,187
0,12.0833333333333,22.5833333333333,237,6648,311,195,143,10,4,1
0,46.75,32.5833333333333,234,8647,120,341,120,209,115,115
0,15.5833333333333,29.25,203,6245,130,277,118,41,16,15
0,5.08333333333331,33.75,203,8024,149,309,104,104,38,28
0,25.5833333333333,69.9166666666667,-37,9482,89,-107,-156,476,184,85
0,41.4166666666667,41.4166666666667,124,5910,101,105,49,1620,561,468
0,48.0833333333333,34.5833333333333,128,8222,103,234,26,415,193,161
0,24.25,35.4166666666667,183,5297,119,252,119,752,404,364
0,39.75,47.0833333333333,102,9896,208,167,-27,579,173,155
0,-5.58333333333334,42.25,117,5900,81,195,43,476,171,132
0,12.9166666666667,20.5833333333333,258,6340,327,188,168,9,8,0
0,48.9166666666667,63.75,-9,11202,136,-138,-157,596,203,108
0,19.25,66.4166666666667,-15,9858,115,-82,-141,520,213,92
0,27.0833333333333,22.0833333333333,241,6169,310,169,154,2,2,0
0,27.9166666666667,36.0833333333333,180,5593,129,252,113,865,535,407
0,-5.25,34.0833333333333,185,5770,124,262,114,551,230,227
0,18.5833333333333,51.9166666666667,85,7996,183,-11,-24,522,204,87
0,34.75,69.0833333333333,-9,7858,96,-74,-105,495,175,96
0,41.5833333333333,59.5833333333333,23,10310,154,-98,-113,626,220,116
0,34.25,38.75,108,7371,98,198,11,381,137,128
0,21.75,65.5833333333333,13,9495,125,-62,-107,503,176,106
0,1.91666666666666,25.9166666666667,268,7819,175,263,164,11,5,5
0,39.75,33.9166666666667,184,8170,96,287,79,124,57,54
0,-9.25,53.75,93,3471,76,104,51,1163,375,337
0,37.25,57.9166666666667,36,9939,162,-82,-94,597,221,97
0,46.4166666666667,28.75,244,8576,148,344,128,196,93,86
0,-9.25,29.5833333333333,155,5027,100,218,91,245,115,101
0,35.5833333333333,30.5833333333333,154,5661,77,221,77,242,152,152
0,3.75,49.0833333333333,97,5662,165,59,23,648,181,161
0,46.25,64.0833333333333,-6,10503,131,-129,-143,582,202,101
0,48.25,56.9166666666667,32,11307,173,-101,-116,587,214,101
0,31.4166666666667,52.5833333333333,65,9231,178,-48,-57,593,217,116
0,44.25,52.25,49,11444,191,-31,-99,510,172,105
0,41.75,31.5833333333333,216,8601,102,321,102,70,38,38
0,40.0833333333333,62.0833333333333,15,10024,81,-58,-113,646,218,117
0,30.25,67.5833333333333,-12,8777,105,-81,-122,544,202,102
0,18.4166666666667,68.5833333333333,-24,6941,62,-41,-107,659,224,152
0,44.4166666666667,31.4166666666667,235,8780,117,341,117,87,50,50
